@relation 'acciones'
@attribute 'accion' { 'luz', 'calefaccion', 'aire-acondicionado', 'planchado', 'secado'}
@attribute 'estancia' {'salon', 'cocina', 'dormitorio_principal', 'pasillo', 'dormitorio_secundario' }
@attribute 'tiempo' numeric
@attribute 'tarifa' numeric
@attribute 'usuario' {'u1','u2','u3','u4'}
@data
'calefaccion','dormitorio_secundario',31,0.139,'u1'
'calefaccion','dormitorio_principal',29,0.139,'u1'
'luz','pasillo',42,0.139,'u1'
'secado','dormitorio_principal',95,0.139,'u1'
'luz','salon',63,0.15,'u1'
'luz','dormitorio_principal',87,0.099,'u1'
'planchado','cocina',1,0.099,'u1'
'calefaccion','cocina',34,0.15,'u1'
'calefaccion','dormitorio_secundario',76,0.099,'u1'
'planchado','dormitorio_secundario',79,0.15,'u1'
'luz','dormitorio_principal',20,0.099,'u1'
'planchado','dormitorio_principal',113,0.139,'u1'
'luz','salon',26,0.139,'u1'
'luz','cocina',83,0.139,'u1'
'secado','cocina',24,0.15,'u1'
'planchado','pasillo',82,0.15,'u1'
'secado','cocina',4,0.099,'u1'
'secado','cocina',16,0.15,'u1'
'luz','dormitorio_secundario',94,0.099,'u1'
'planchado','salon',20,0.139,'u1'
'secado','dormitorio_secundario',59,0.099,'u1'
'luz','cocina',49,0.139,'u1'
'calefaccion','salon',104,0.139,'u1'
'calefaccion','dormitorio_secundario',76,0.099,'u1'
'secado','cocina',46,0.15,'u1'
'secado','salon',19,0.099,'u1'
'calefaccion','pasillo',35,0.15,'u1'
'luz','cocina',61,0.139,'u1'
'planchado','salon',80,0.139,'u1'
'secado','salon',37,0.139,'u1'
'planchado','dormitorio_principal',61,0.139,'u1'
'luz','dormitorio_principal',95,0.139,'u1'
'secado','salon',74,0.15,'u1'
'planchado','pasillo',64,0.15,'u1'
'luz','salon',112,0.139,'u1'
'calefaccion','cocina',95,0.15,'u1'
'calefaccion','cocina',50,0.15,'u1'
'planchado','dormitorio_secundario',66,0.139,'u1'
'luz','dormitorio_principal',26,0.139,'u1'
'calefaccion','dormitorio_secundario',55,0.15,'u1'
'secado','cocina',54,0.099,'u1'
'luz','salon',13,0.099,'u1'
'luz','salon',102,0.15,'u1'
'luz','dormitorio_principal',5,0.139,'u1'
'secado','pasillo',23,0.139,'u1'
'luz','dormitorio_principal',52,0.099,'u1'
'calefaccion','dormitorio_principal',13,0.15,'u1'
'secado','dormitorio_secundario',92,0.15,'u1'
'secado','pasillo',110,0.099,'u1'
'luz','salon',23,0.099,'u1'
'secado','dormitorio_principal',67,0.099,'u1'
'secado','pasillo',14,0.139,'u1'
'calefaccion','cocina',10,0.15,'u1'
'planchado','dormitorio_secundario',51,0.15,'u1'
'luz','cocina',105,0.099,'u1'
'luz','cocina',70,0.139,'u1'
'secado','dormitorio_secundario',34,0.139,'u1'
'calefaccion','salon',117,0.139,'u1'
'calefaccion','dormitorio_principal',35,0.139,'u1'
'luz','pasillo',98,0.15,'u1'
'planchado','dormitorio_principal',116,0.139,'u1'
'secado','dormitorio_secundario',54,0.099,'u1'
'planchado','dormitorio_secundario',65,0.099,'u1'
'secado','cocina',97,0.099,'u1'
'secado','pasillo',58,0.15,'u1'
'planchado','pasillo',89,0.139,'u1'
'luz','dormitorio_principal',56,0.099,'u1'
'planchado','dormitorio_secundario',51,0.099,'u1'
'secado','cocina',13,0.099,'u1'
'secado','salon',43,0.099,'u1'
'planchado','cocina',115,0.139,'u1'
'secado','dormitorio_principal',120,0.099,'u1'
'planchado','dormitorio_principal',68,0.15,'u1'
'calefaccion','salon',64,0.139,'u1'
'luz','dormitorio_secundario',84,0.15,'u1'
'secado','salon',10,0.139,'u1'
'luz','pasillo',119,0.099,'u1'
'luz','salon',21,0.139,'u1'
'luz','dormitorio_secundario',115,0.15,'u1'
'secado','dormitorio_principal',16,0.139,'u1'
'planchado','dormitorio_principal',79,0.15,'u1'
'planchado','pasillo',47,0.139,'u1'
'calefaccion','cocina',45,0.15,'u1'
'secado','pasillo',73,0.139,'u1'
'calefaccion','dormitorio_principal',88,0.099,'u1'
'luz','cocina',1,0.139,'u1'
'planchado','salon',28,0.139,'u1'
'calefaccion','salon',26,0.099,'u1'
'calefaccion','dormitorio_secundario',75,0.099,'u1'
'luz','salon',44,0.099,'u1'
'calefaccion','salon',38,0.099,'u1'
'luz','pasillo',95,0.139,'u1'
'calefaccion','dormitorio_principal',116,0.139,'u1'
'luz','cocina',50,0.139,'u1'
'calefaccion','salon',42,0.099,'u1'
'luz','cocina',95,0.099,'u1'
'secado','salon',53,0.099,'u1'
'secado','cocina',44,0.099,'u1'
'secado','salon',47,0.099,'u1'
'secado','dormitorio_principal',73,0.15,'u1'
'luz','salon',56,0.15,'u1'
'secado','salon',37,0.099,'u1'
'calefaccion','salon',6,0.139,'u1'
'calefaccion','cocina',26,0.099,'u1'
'luz','dormitorio_secundario',102,0.139,'u1'
'secado','pasillo',92,0.139,'u1'
'calefaccion','cocina',95,0.099,'u1'
'planchado','pasillo',108,0.099,'u1'
'luz','pasillo',100,0.099,'u1'
'planchado','salon',77,0.139,'u1'
'luz','pasillo',39,0.15,'u1'
'luz','dormitorio_principal',12,0.099,'u1'
'calefaccion','salon',115,0.139,'u1'
'secado','dormitorio_principal',50,0.099,'u1'
'luz','pasillo',120,0.099,'u1'
'calefaccion','pasillo',95,0.099,'u1'
'calefaccion','dormitorio_principal',31,0.15,'u1'
'calefaccion','dormitorio_secundario',108,0.15,'u1'
'luz','salon',79,0.139,'u1'
'calefaccion','cocina',14,0.139,'u1'
'secado','pasillo',35,0.099,'u1'
'luz','cocina',77,0.139,'u1'
'luz','cocina',91,0.15,'u1'
'calefaccion','dormitorio_principal',16,0.15,'u1'
'calefaccion','salon',2,0.139,'u1'
'calefaccion','dormitorio_secundario',35,0.139,'u1'
'planchado','pasillo',63,0.139,'u1'
'calefaccion','pasillo',118,0.099,'u1'
'planchado','cocina',84,0.139,'u1'
'calefaccion','dormitorio_secundario',21,0.139,'u1'
'calefaccion','dormitorio_secundario',40,0.099,'u1'
'planchado','cocina',39,0.139,'u1'
'planchado','pasillo',81,0.139,'u1'
'secado','dormitorio_secundario',76,0.139,'u1'
'luz','salon',103,0.099,'u1'
'calefaccion','cocina',93,0.15,'u1'
'calefaccion','pasillo',36,0.099,'u1'
'calefaccion','cocina',70,0.15,'u1'
'secado','cocina',10,0.15,'u1'
'luz','dormitorio_secundario',60,0.15,'u1'
'calefaccion','dormitorio_principal',29,0.15,'u1'
'luz','cocina',1,0.139,'u1'
'secado','pasillo',50,0.139,'u1'
'calefaccion','salon',56,0.15,'u1'
'secado','salon',77,0.15,'u1'
'planchado','dormitorio_secundario',15,0.15,'u1'
'calefaccion','cocina',114,0.139,'u1'
'secado','dormitorio_principal',29,0.15,'u1'
'secado','dormitorio_secundario',38,0.15,'u1'
'calefaccion','cocina',21,0.139,'u1'
'planchado','salon',45,0.139,'u1'
'secado','salon',80,0.139,'u1'
'planchado','pasillo',25,0.15,'u1'
'planchado','dormitorio_secundario',92,0.099,'u1'
'secado','pasillo',107,0.15,'u1'
'secado','cocina',11,0.15,'u1'
'planchado','cocina',15,0.139,'u1'
'calefaccion','dormitorio_principal',76,0.139,'u1'
'luz','dormitorio_principal',83,0.139,'u1'
'secado','cocina',87,0.099,'u1'
'planchado','dormitorio_secundario',97,0.139,'u1'
'calefaccion','cocina',13,0.099,'u1'
'secado','dormitorio_principal',117,0.15,'u1'
'luz','dormitorio_secundario',111,0.139,'u1'
'planchado','dormitorio_principal',111,0.139,'u1'
'luz','pasillo',78,0.099,'u1'
'calefaccion','salon',59,0.15,'u1'
'secado','dormitorio_principal',102,0.099,'u1'
'planchado','cocina',1,0.139,'u1'
'luz','cocina',107,0.099,'u1'
'luz','dormitorio_principal',3,0.139,'u1'
'secado','dormitorio_principal',62,0.15,'u1'
'luz','dormitorio_principal',33,0.099,'u1'
'luz','dormitorio_principal',12,0.15,'u1'
'calefaccion','cocina',60,0.15,'u1'
'planchado','dormitorio_secundario',89,0.15,'u1'
'calefaccion','dormitorio_secundario',2,0.099,'u1'
'calefaccion','dormitorio_principal',74,0.139,'u1'
'luz','pasillo',29,0.099,'u1'
'secado','pasillo',59,0.15,'u1'
'planchado','cocina',77,0.15,'u1'
'calefaccion','salon',55,0.099,'u1'
'planchado','pasillo',15,0.139,'u1'
'luz','cocina',82,0.139,'u1'
'secado','salon',90,0.15,'u1'
'calefaccion','dormitorio_secundario',70,0.15,'u1'
'secado','dormitorio_secundario',76,0.099,'u1'
'secado','cocina',50,0.15,'u1'
'planchado','salon',9,0.15,'u1'
'planchado','cocina',72,0.139,'u1'
'luz','pasillo',51,0.139,'u1'
'calefaccion','cocina',99,0.15,'u1'
'calefaccion','dormitorio_principal',87,0.15,'u1'
'calefaccion','dormitorio_secundario',112,0.139,'u1'
'calefaccion','dormitorio_principal',55,0.099,'u1'
'luz','pasillo',8,0.139,'u1'
'calefaccion','pasillo',106,0.15,'u1'
'secado','dormitorio_principal',78,0.139,'u1'
'planchado','cocina',108,0.099,'u1'
'planchado','pasillo',67,0.139,'u1'
'luz','salon',96,0.099,'u1'
'secado','salon',64,0.099,'u1'
'secado','pasillo',24,0.139,'u1'
'secado','cocina',107,0.099,'u1'
'secado','dormitorio_principal',53,0.15,'u1'
'luz','dormitorio_principal',49,0.099,'u1'
'calefaccion','dormitorio_secundario',10,0.139,'u1'
'luz','cocina',7,0.15,'u1'
'planchado','pasillo',77,0.099,'u1'
'calefaccion','cocina',74,0.15,'u1'
'luz','salon',56,0.15,'u1'
'luz','pasillo',53,0.099,'u1'
'luz','pasillo',106,0.15,'u1'
'calefaccion','dormitorio_secundario',90,0.15,'u1'
'luz','dormitorio_principal',91,0.15,'u1'
'luz','cocina',75,0.139,'u1'
'planchado','dormitorio_secundario',110,0.15,'u1'
'planchado','salon',94,0.099,'u1'
'planchado','dormitorio_secundario',79,0.15,'u1'
'luz','cocina',23,0.139,'u1'
'planchado','dormitorio_secundario',78,0.15,'u1'
'secado','cocina',110,0.15,'u1'
'secado','cocina',73,0.15,'u1'
'calefaccion','cocina',7,0.099,'u1'
'luz','cocina',59,0.15,'u1'
'calefaccion','dormitorio_secundario',85,0.15,'u1'
'planchado','dormitorio_secundario',110,0.15,'u1'
'planchado','dormitorio_principal',30,0.139,'u1'
'luz','cocina',115,0.15,'u1'
'secado','salon',43,0.099,'u1'
'secado','dormitorio_principal',61,0.15,'u1'
'secado','dormitorio_secundario',82,0.15,'u1'
'luz','cocina',65,0.139,'u1'
'luz','pasillo',10,0.099,'u1'
'secado','cocina',80,0.15,'u1'
'calefaccion','cocina',113,0.139,'u1'
'planchado','salon',46,0.15,'u1'
'calefaccion','dormitorio_principal',95,0.15,'u1'
'planchado','salon',92,0.139,'u1'
'planchado','cocina',98,0.099,'u1'
'planchado','pasillo',23,0.099,'u1'
'luz','dormitorio_secundario',63,0.139,'u1'
'planchado','dormitorio_principal',13,0.139,'u1'
'secado','cocina',30,0.099,'u1'
'secado','salon',26,0.099,'u1'
'calefaccion','dormitorio_secundario',85,0.139,'u1'
'luz','pasillo',67,0.15,'u1'
'planchado','dormitorio_secundario',7,0.139,'u1'
'calefaccion','salon',16,0.15,'u1'
'calefaccion','cocina',39,0.099,'u1'
'planchado','dormitorio_secundario',34,0.099,'u1'
'secado','dormitorio_secundario',78,0.15,'u1'
'secado','dormitorio_principal',118,0.15,'u1'
'secado','dormitorio_secundario',78,0.099,'u1'
'planchado','cocina',118,0.15,'u1'
'calefaccion','cocina',7,0.139,'u1'
'secado','cocina',112,0.139,'u1'
'luz','cocina',24,0.15,'u1'
'luz','salon',70,0.139,'u1'
'secado','cocina',117,0.099,'u1'
'luz','salon',120,0.15,'u1'
'calefaccion','dormitorio_principal',117,0.099,'u1'
'secado','dormitorio_principal',67,0.15,'u1'
'planchado','dormitorio_secundario',33,0.15,'u1'
'calefaccion','dormitorio_principal',10,0.139,'u1'
'luz','dormitorio_principal',100,0.099,'u1'
'secado','cocina',69,0.139,'u1'
'calefaccion','dormitorio_secundario',97,0.15,'u1'
'calefaccion','cocina',56,0.139,'u1'
'calefaccion','dormitorio_secundario',115,0.099,'u1'
'luz','cocina',5,0.099,'u1'
'planchado','salon',71,0.099,'u1'
'calefaccion','salon',23,0.139,'u1'
'secado','pasillo',74,0.099,'u1'
'secado','cocina',6,0.139,'u1'
'luz','cocina',56,0.139,'u1'
'planchado','dormitorio_principal',85,0.15,'u1'
'secado','dormitorio_principal',31,0.099,'u1'
'secado','dormitorio_secundario',60,0.139,'u1'
'calefaccion','dormitorio_principal',85,0.15,'u1'
'calefaccion','dormitorio_principal',23,0.099,'u1'
'calefaccion','dormitorio_secundario',3,0.15,'u1'
'calefaccion','salon',113,0.15,'u1'
'secado','dormitorio_principal',15,0.139,'u1'
'calefaccion','dormitorio_secundario',106,0.15,'u1'
'calefaccion','dormitorio_secundario',63,0.099,'u1'
'calefaccion','cocina',89,0.15,'u1'
'planchado','dormitorio_principal',42,0.099,'u1'
'planchado','cocina',40,0.099,'u1'
'planchado','dormitorio_secundario',107,0.15,'u1'
'luz','dormitorio_secundario',79,0.099,'u1'
'calefaccion','dormitorio_secundario',98,0.139,'u1'
'planchado','salon',16,0.139,'u1'
'secado','salon',108,0.139,'u1'
'calefaccion','dormitorio_secundario',44,0.099,'u1'
'luz','cocina',68,0.099,'u1'
'luz','salon',86,0.139,'u1'
'luz','salon',102,0.099,'u1'
'calefaccion','salon',75,0.099,'u1'
'planchado','dormitorio_secundario',94,0.139,'u1'
'secado','dormitorio_secundario',15,0.099,'u1'
'luz','dormitorio_secundario',54,0.15,'u1'
'secado','salon',15,0.15,'u1'
'secado','pasillo',78,0.099,'u1'
'calefaccion','dormitorio_secundario',65,0.139,'u1'
'planchado','dormitorio_principal',43,0.15,'u1'
'planchado','dormitorio_secundario',5,0.099,'u1'
'calefaccion','cocina',16,0.099,'u1'
'planchado','pasillo',37,0.099,'u1'
'secado','cocina',40,0.15,'u1'
'luz','dormitorio_secundario',67,0.099,'u1'
'luz','dormitorio_principal',44,0.15,'u1'
'luz','dormitorio_secundario',43,0.099,'u1'
'calefaccion','pasillo',87,0.15,'u1'
'luz','dormitorio_secundario',100,0.139,'u1'
'calefaccion','salon',22,0.099,'u1'
'planchado','cocina',37,0.139,'u1'
'calefaccion','dormitorio_secundario',84,0.139,'u1'
'calefaccion','salon',60,0.139,'u1'
'secado','salon',5,0.139,'u1'
'luz','cocina',117,0.15,'u1'
'luz','salon',23,0.139,'u1'
'luz','dormitorio_secundario',63,0.099,'u1'
'secado','dormitorio_secundario',20,0.15,'u1'
'luz','dormitorio_principal',2,0.15,'u1'
'secado','cocina',83,0.15,'u1'
'luz','dormitorio_secundario',58,0.139,'u1'
'secado','salon',49,0.15,'u1'
'calefaccion','dormitorio_principal',113,0.099,'u1'
'calefaccion','dormitorio_secundario',92,0.099,'u1'
'planchado','dormitorio_secundario',82,0.15,'u1'
'calefaccion','cocina',97,0.15,'u1'
'luz','salon',100,0.139,'u1'
'planchado','salon',47,0.099,'u1'
'calefaccion','dormitorio_principal',25,0.139,'u1'
'calefaccion','salon',34,0.099,'u1'
'secado','dormitorio_secundario',115,0.139,'u1'
'luz','dormitorio_secundario',36,0.15,'u1'
'luz','dormitorio_principal',52,0.15,'u1'
'luz','pasillo',96,0.139,'u1'
'luz','cocina',49,0.15,'u1'
'luz','dormitorio_principal',25,0.099,'u1'
'luz','salon',106,0.099,'u1'
'calefaccion','cocina',48,0.139,'u1'
'luz','dormitorio_principal',21,0.15,'u1'
'luz','cocina',90,0.139,'u1'
'luz','dormitorio_secundario',81,0.099,'u1'
'luz','dormitorio_secundario',25,0.15,'u1'
'secado','cocina',52,0.099,'u1'
'luz','dormitorio_principal',27,0.099,'u1'
'calefaccion','salon',40,0.099,'u1'
'secado','cocina',22,0.139,'u1'
'secado','pasillo',61,0.139,'u1'
'planchado','pasillo',25,0.099,'u1'
'planchado','dormitorio_secundario',14,0.15,'u1'
'secado','cocina',49,0.15,'u1'
'secado','salon',33,0.099,'u1'
'planchado','salon',54,0.139,'u1'
'calefaccion','cocina',53,0.139,'u1'
'calefaccion','dormitorio_secundario',85,0.099,'u1'
'calefaccion','cocina',43,0.139,'u1'
'planchado','salon',110,0.099,'u1'
'calefaccion','dormitorio_principal',69,0.15,'u1'
'luz','cocina',18,0.15,'u1'
'calefaccion','pasillo',5,0.099,'u1'
'calefaccion','cocina',1,0.139,'u1'
'planchado','dormitorio_principal',6,0.099,'u1'
'planchado','dormitorio_principal',2,0.099,'u1'
'planchado','cocina',66,0.139,'u1'
'luz','dormitorio_principal',26,0.15,'u1'
'calefaccion','dormitorio_secundario',21,0.099,'u1'
'planchado','dormitorio_secundario',85,0.099,'u1'
'planchado','dormitorio_secundario',77,0.15,'u1'
'calefaccion','dormitorio_secundario',61,0.15,'u1'
'planchado','dormitorio_secundario',3,0.15,'u1'
'planchado','cocina',108,0.099,'u1'
'calefaccion','dormitorio_secundario',57,0.139,'u1'
'calefaccion','cocina',3,0.099,'u1'
'luz','pasillo',13,0.139,'u1'
'planchado','cocina',37,0.099,'u1'
'luz','salon',85,0.099,'u1'
'secado','dormitorio_principal',13,0.15,'u1'
'luz','salon',47,0.139,'u1'
'planchado','cocina',83,0.15,'u1'
'planchado','salon',52,0.099,'u1'
'secado','pasillo',44,0.099,'u1'
'calefaccion','cocina',34,0.139,'u1'
'secado','cocina',15,0.099,'u1'
'secado','pasillo',37,0.139,'u1'
'luz','dormitorio_principal',108,0.099,'u1'
'calefaccion','cocina',82,0.15,'u1'
'planchado','cocina',70,0.15,'u1'
'planchado','pasillo',64,0.15,'u1'
'planchado','cocina',51,0.15,'u1'
'calefaccion','dormitorio_secundario',15,0.15,'u1'
'planchado','pasillo',90,0.139,'u1'
'planchado','cocina',21,0.139,'u1'
'luz','cocina',108,0.15,'u1'
'planchado','dormitorio_secundario',79,0.139,'u1'
'luz','dormitorio_secundario',107,0.099,'u1'
'luz','dormitorio_secundario',24,0.139,'u1'
'luz','pasillo',11,0.15,'u1'
'planchado','pasillo',68,0.139,'u1'
'calefaccion','salon',35,0.139,'u1'
'secado','dormitorio_principal',69,0.139,'u1'
'luz','cocina',113,0.15,'u1'
'calefaccion','pasillo',56,0.139,'u1'
'luz','pasillo',84,0.15,'u1'
'planchado','dormitorio_principal',54,0.139,'u1'
'calefaccion','dormitorio_principal',28,0.139,'u1'
'luz','salon',111,0.139,'u1'
'luz','dormitorio_principal',109,0.139,'u1'
'luz','salon',16,0.15,'u1'
'calefaccion','dormitorio_secundario',59,0.15,'u1'
'calefaccion','dormitorio_secundario',41,0.099,'u1'
'calefaccion','dormitorio_secundario',116,0.099,'u1'
'planchado','cocina',31,0.139,'u1'
'planchado','dormitorio_principal',51,0.139,'u1'
'luz','cocina',75,0.099,'u1'
'planchado','cocina',104,0.139,'u1'
'calefaccion','pasillo',50,0.139,'u1'
'secado','pasillo',60,0.099,'u1'
'calefaccion','salon',71,0.15,'u1'
'secado','dormitorio_secundario',57,0.139,'u1'
'calefaccion','pasillo',83,0.15,'u1'
'planchado','cocina',54,0.099,'u1'
'luz','dormitorio_principal',26,0.15,'u1'
'luz','cocina',68,0.15,'u1'
'planchado','dormitorio_secundario',62,0.15,'u1'
'secado','dormitorio_secundario',116,0.099,'u1'
'calefaccion','salon',70,0.139,'u1'
'luz','salon',47,0.139,'u1'
'secado','pasillo',103,0.099,'u1'
'planchado','salon',108,0.139,'u1'
'calefaccion','pasillo',40,0.139,'u1'
'calefaccion','cocina',65,0.139,'u1'
'secado','pasillo',83,0.099,'u1'
'planchado','dormitorio_principal',75,0.15,'u1'
'secado','cocina',25,0.099,'u1'
'planchado','dormitorio_principal',53,0.139,'u1'
'luz','dormitorio_principal',42,0.099,'u1'
'luz','pasillo',85,0.139,'u1'
'calefaccion','salon',63,0.139,'u1'
'secado','pasillo',114,0.099,'u1'
'secado','cocina',39,0.15,'u1'
'calefaccion','cocina',107,0.15,'u1'
'calefaccion','dormitorio_principal',98,0.099,'u1'
'planchado','pasillo',63,0.15,'u1'
'planchado','dormitorio_secundario',76,0.139,'u1'
'luz','dormitorio_principal',50,0.139,'u1'
'secado','dormitorio_secundario',20,0.139,'u1'
'luz','dormitorio_principal',28,0.15,'u1'
'calefaccion','dormitorio_principal',31,0.139,'u1'
'secado','salon',86,0.139,'u1'
'planchado','salon',39,0.099,'u1'
'calefaccion','salon',109,0.139,'u1'
'secado','cocina',80,0.139,'u1'
'secado','dormitorio_secundario',69,0.139,'u1'
'calefaccion','cocina',117,0.15,'u1'
'secado','dormitorio_secundario',2,0.099,'u1'
'luz','cocina',62,0.099,'u1'
'luz','cocina',54,0.099,'u1'
'calefaccion','cocina',94,0.15,'u1'
'secado','cocina',22,0.099,'u1'
'secado','dormitorio_principal',32,0.139,'u1'
'luz','salon',91,0.099,'u1'
'secado','pasillo',65,0.099,'u1'
'luz','dormitorio_principal',20,0.15,'u1'
'secado','dormitorio_secundario',96,0.139,'u1'
'planchado','cocina',113,0.139,'u1'
'calefaccion','salon',89,0.099,'u1'
'planchado','pasillo',60,0.15,'u1'
'luz','dormitorio_principal',64,0.099,'u1'
'calefaccion','pasillo',55,0.15,'u1'
'luz','salon',57,0.099,'u1'
'planchado','dormitorio_principal',28,0.15,'u1'
'planchado','dormitorio_principal',16,0.139,'u1'
'secado','salon',77,0.099,'u1'
'calefaccion','dormitorio_secundario',8,0.099,'u1'
'calefaccion','dormitorio_principal',74,0.139,'u1'
'calefaccion','pasillo',86,0.139,'u1'
'luz','pasillo',4,0.099,'u1'
'planchado','cocina',96,0.15,'u1'
'luz','dormitorio_secundario',57,0.139,'u1'
'calefaccion','salon',110,0.099,'u1'
'calefaccion','cocina',59,0.099,'u1'
'planchado','dormitorio_secundario',83,0.099,'u1'
'luz','salon',40,0.099,'u1'
'luz','salon',34,0.139,'u1'
'secado','dormitorio_principal',43,0.15,'u1'
'calefaccion','pasillo',13,0.139,'u1'
'luz','cocina',11,0.139,'u1'
'planchado','salon',111,0.139,'u1'
'luz','pasillo',117,0.099,'u1'
'calefaccion','cocina',53,0.099,'u1'
'secado','pasillo',33,0.099,'u1'
'secado','cocina',99,0.15,'u1'
'calefaccion','pasillo',72,0.15,'u1'
'secado','salon',106,0.099,'u1'
'secado','pasillo',84,0.099,'u1'
'secado','dormitorio_secundario',5,0.139,'u1'
'calefaccion','salon',108,0.15,'u1'
'luz','pasillo',51,0.139,'u1'
'calefaccion','dormitorio_principal',63,0.139,'u1'
'luz','dormitorio_secundario',117,0.139,'u1'
'secado','cocina',81,0.099,'u1'
'luz','dormitorio_secundario',29,0.15,'u1'
'planchado','cocina',51,0.099,'u1'
'secado','cocina',93,0.099,'u1'
'calefaccion','pasillo',98,0.099,'u1'
'planchado','dormitorio_secundario',16,0.099,'u1'
'luz','dormitorio_secundario',73,0.139,'u1'
'calefaccion','pasillo',74,0.139,'u1'
'secado','dormitorio_principal',37,0.099,'u1'
'secado','dormitorio_principal',80,0.15,'u1'
'secado','salon',63,0.15,'u1'
'calefaccion','dormitorio_principal',105,0.139,'u1'
'calefaccion','salon',68,0.15,'u1'
'calefaccion','dormitorio_principal',60,0.15,'u1'
'planchado','pasillo',107,0.099,'u1'
'calefaccion','pasillo',68,0.15,'u1'
'luz','pasillo',81,0.099,'u1'
'planchado','dormitorio_principal',4,0.099,'u1'
'calefaccion','cocina',10,0.15,'u1'
'secado','dormitorio_principal',113,0.099,'u1'
'secado','dormitorio_secundario',45,0.099,'u1'
'calefaccion','salon',4,0.139,'u1'
'planchado','cocina',120,0.15,'u1'
'luz','salon',93,0.099,'u1'
'planchado','dormitorio_principal',86,0.099,'u1'
'calefaccion','dormitorio_principal',49,0.139,'u1'
'planchado','pasillo',79,0.15,'u1'
'secado','cocina',54,0.139,'u1'
'luz','salon',116,0.139,'u1'
'luz','dormitorio_secundario',36,0.15,'u1'
'planchado','pasillo',120,0.15,'u1'
'luz','cocina',77,0.099,'u1'
'planchado','pasillo',105,0.099,'u1'
'luz','pasillo',53,0.15,'u1'
